SubjectID,Mode,timestamp,x,y,z,
1600,A,9.04267E+13,7.091625,-0.5916671,8.195502,
1600,A,9.04268E+13,4.972757,-0.15831658,6.6967316,
1600,A,9.04268E+13,3.25372,-0.19183542,6.107758,
1600,A,9.04269E+13,2.801216,-0.15592238,5.997625,
1600,A,9.04269E+13,3.7708676,-1.0513538,7.731027,
1600,A,9.0427E+13,4.661511,0.16968904,9.684695,
1600,A,9.0427E+13,6.145916,0.83288294,11.003901,
1600,A,9.04271E+13,7.2592196,-0.79278004,11.485135,
1600,A,9.04271E+13,7.3549876,-2.535759,11.454011,
1600,A,9.04272E+13,7.3190746,-2.7009587,11.461193,
1600,A,9.04272E+13,7.548918,-3.3761237,9.3112,
1600,A,9.04273E+13,5.3318872,-1.1566987,7.0271316,
1600,A,9.04273E+13,4.4316673,-0.6251859,4.599411,
1600,A,9.04274E+13,3.4093432,-0.045789108,2.0519805,
1600,A,9.04274E+13,3.1292217,-0.7113772,0.6178537,
1600,A,9.04275E+13,4.936844,-1.1112089,-0.011821371,
1600,A,9.04275E+13,11.669339,-1.0944494,-0.28476036,
1600,A,9.04275E+13,14.561535,0.46657005,-2.145055,
1600,A,9.04276E+13,17.616535,0.38037878,-2.8657098,
1600,A,9.04276E+13,19.017143,-3.9650972,0.88361007,
1600,A,9.04277E+13,15.775395,-1.6139913,-0.5960066,
1600,A,9.04277E+13,12.210428,-0.7616554,-0.11956045,
1600,A,9.04278E+13,7.6494746,-1.848623,0.73516953,
1600,A,9.04278E+13,6.8785415,-2.6027966,0.61067104,
1600,A,9.04279E+13,6.291962,-2.7823617,0.16774376,
1600,A,9.04279E+13,8.767567,-2.8350341,0.10070611,
1600,A,9.0428E+13,12.732365,-4.6546273,0.490961,
1600,A,9.0428E+13,14.449007,-4.757578,-0.5409399,
1600,A,9.04281E+13,17.678785,3.5215714,3.9026985,
1600,A,9.04281E+13,15.315708,2.628534,-1.0078093,
1600,A,9.04282E+13,19.761143,-0.3211223,-3.1482255,
1600,A,9.04282E+13,19.201498,-1.6092029,-2.3006783,
1600,A,9.04283E+13,11.374852,-3.2635963,0.2347814,
1600,A,9.04283E+13,8.841787,0.2486977,-0.004638766,
1600,A,9.04284E+13,5.8346696,1.6229695,-1.2568063,
1600,A,9.04284E+13,7.180211,0.083497785,-1.3190556,
1600,A,9.04285E+13,9.0476885,-0.19662382,-1.6853683,
1600,A,9.04285E+13,7.654263,-0.26605567,-2.4155998,
1600,A,9.04286E+13,10.292673,-0.79996264,-3.0380924,
1600,A,9.04286E+13,12.643779,-3.045724,-1.1370962,
1600,A,9.04287E+13,13.172897,-3.5676599,1.8508675,
1600,A,9.04287E+13,13.599066,-2.4567502,0.2587234,
1600,A,9.04288E+13,12.605472,-2.193388,-0.11956045,
1600,A,9.04288E+13,11.513716,-1.0705074,0.014514848,
1600,A,9.04289E+13,11.908759,-1.9012954,-0.0525228,
1600,A,9.04289E+13,13.706804,-2.6865935,1.2307693,
1600,A,9.0429E+13,13.034034,-2.978686,2.032827,
1600,A,9.0429E+13,14.923059,-1.4368203,2.0280385,
1600,A,9.04291E+13,17.28853,-1.5062522,2.8037598,
1600,A,9.04291E+13,16.139313,-0.13916297,-1.2352585,
1600,A,9.04292E+13,19.752165,0.6533178,-3.7635355,
1600,A,9.04292E+13,18.150444,-0.42886138,-2.2527943,
1600,A,9.04293E+13,10.34774,-1.2692262,0.69207394,
1600,A,9.04293E+13,8.616732,-0.68025255,-0.030974984,
1600,A,9.04294E+13,8.293514,0.09546879,-1.9247885,
1600,A,9.04294E+13,8.377312,0.43544543,-2.2647653,
1600,A,9.04295E+13,7.905654,-0.3067571,-2.2073042,
1600,A,9.04295E+13,6.991069,0.17687166,-1.941548,
1600,A,9.04296E+13,10.000581,-0.40491936,-2.3126493,
1600,A,9.04296E+13,12.2798605,-1.8581998,0.47899,
1600,A,9.04297E+13,15.634137,-1.6929998,0.7710826,
1600,A,9.04297E+13,15.86398,-2.3490112,0.14859015,
1600,A,9.04298E+13,11.633426,-1.8558056,0.8381202,
1600,A,9.04298E+13,13.412318,-0.77841485,0.80460143,
1600,A,9.04299E+13,11.973403,-3.4718916,1.1469723,
1600,A,9.04299E+13,14.061147,-2.535759,1.9226936,
1600,A,9.043E+13,12.674904,-2.3921068,2.7415106,
1600,A,9.043E+13,17.597382,-3.203741,1.8269255,
1600,A,9.04301E+13,15.7323,-2.3753474,-0.5313631,
1600,A,9.04301E+13,19.65879,1.7450738,-3.009362,
1600,A,9.04302E+13,19.146431,3.741838,-3.9670427,
1600,A,9.04302E+13,13.692439,-1.695394,-0.7516297,
1600,A,9.04303E+13,10.742783,-2.2316952,-0.28715456,
1600,A,9.04303E+13,9.9999889,-0.57011926,-1.2448353,
1600,A,9.04304E+13,9.239224,-0.06015432,-2.4012346,
1600,A,9.04304E+13,9.088389,0.9023148,-1.9798552,
1600,A,9.04305E+13,6.7827735,1.345242,-1.4363713,
1600,A,9.04305E+13,6.38773,-2.99E-04,-1.8769045,
1600,A,9.04306E+13,7.9463553,-2.8637645,-1.491438,
1600,A,9.04306E+13,12.34211,-5.317821,2.3153427,
1600,A,9.04307E+13,13.12262,-1.0202292,1.8891748,
1600,A,9.04307E+13,14.800955,1.117793,0.9458593,
1600,A,9.04308E+13,13.929465,-0.65391636,0.60109425,
1600,A,9.04308E+13,13.776237,-3.0888195,1.1757027,
1600,A,9.04309E+13,12.01171,-3.3976715,0.751929,
1600,A,9.04309E+13,11.221623,-2.4830863,0.9362825,
1600,A,9.0431E+13,12.39957,-2.1981764,0.39998132,
1600,A,9.0431E+13,16.649279,-2.918831,1.5779285,
1600,A,9.04311E+13,16.673222,-1.5780782,0.58672905,
1600,A,9.04311E+13,17.120935,1.7307086,-1.8314147,
1600,A,9.04312E+13,18.131289,3.148076,-3.2272344,
1600,A,9.04312E+13,13.328521,1.6181811,-2.2336404,
1600,A,9.04313E+13,9.866506,-2.8781297,0.16534956,
1600,A,9.04313E+13,8.283937,-0.7257424,-0.4523545,
1600,A,9.04314E+13,7.553706,-0.3474585,-1.4339771,
1600,A,9.04314E+13,8.396465,1.2207435,-2.025345,
1600,A,9.04315E+13,7.920019,0.73232645,-2.1163247,
1600,A,9.04315E+13,6.4427967,-0.117615156,-1.6662147,
1600,A,9.04316E+13,10.529699,-2.1287446,-1.5632641,
1600,A,9.04316E+13,14.018051,-2.2819736,0.01690905,
1600,A,9.04317E+13,17.824831,-1.2285248,-0.83063835,
1600,A,9.04317E+13,15.5359745,-0.66349316,-1.4172177,
1600,A,9.04318E+13,12.157756,-0.8861539,0.6681319,
1600,A,9.04318E+13,11.9614315,-1.0226234,0.7543232,
1600,A,9.04319E+13,11.676521,-1.6451159,-0.23448212,
1600,A,9.04319E+13,12.2798605,-2.8757355,0.8309376,
1600,A,9.0432E+13,12.030864,-3.866935,1.1972505,
1600,A,9.0432E+13,15.655684,-4.163816,1.7311574,
1600,A,9.04321E+13,17.092205,-4.408025,2.0543747,
1600,A,9.04321E+13,19.761143,4.4816465,-3.461866,
1600,A,9.04322E+13,18.993202,5.1376576,-5.530456,
1600,A,9.04322E+13,15.351622,-5.782296,1.3744214,
1600,A,9.04323E+13,14.4609785,-3.1486745,0.040851068,
1600,A,9.04323E+13,10.510546,0.45459905,-2.53531,
1600,A,9.04324E+13,8.901642,1.6277579,-2.9231706,
1600,A,9.04324E+13,8.283937,0.5767033,-2.0804117,
1600,A,9.04325E+13,9.172187,-1.0992378,-1.6566379,
1600,A,9.04325E+13,10.15381,0.097862996,-2.394052,
1600,A,9.04326E+13,8.65025,-1.089661,-1.6542437,
1600,A,9.04326E+13,11.767501,-2.523788,0.8524854,
1600,A,9.04327E+13,13.215993,-1.2476784,1.9490298,
1600,A,9.04327E+13,13.517663,0.2582745,-0.23448212,
1600,A,9.04328E+13,13.623008,1.0699089,-1.1514614,
1600,A,9.04328E+13,17.535133,-0.55814826,-2.5305216,
1600,A,9.04329E+13,19.407398,-10.338462,0.56278706,
1600,A,9.04329E+13,10.740389,-5.5069633,0.048033673,
1600,A,9.0433E+13,12.217611,0.8041525,0.79981303,
1600,A,9.0433E+13,18.842367,-1.716942,3.5555391,
1600,A,9.04331E+13,14.037205,-5.1047373,0.5220856,
1600,A,9.04331E+13,19.761143,1.9461867,-3.9311295,
1600,A,9.04332E+13,19.761143,3.2342672,-3.8401499,
1600,A,9.04332E+13,17.195156,0.964564,0.002543839,
1600,A,9.04333E+13,11.5616,-1.3410522,0.19886838,
1600,A,9.04333E+13,10.484209,-0.081702136,-1.3525743,
1600,A,9.04334E+13,8.9998045,0.5527613,-1.8912697,
1600,A,9.04334E+13,8.322245,1.1920131,-1.6901568,
1600,A,9.04335E+13,7.4866686,0.45220485,-1.9223943,
1600,A,9.04335E+13,7.326257,-0.459986,-1.8146553,
1600,A,9.04336E+13,8.441956,-2.2005706,-1.4698902,
1600,A,9.04336E+13,12.904747,-2.5764604,1.2930186,
1600,A,9.04337E+13,15.931018,-3.1271267,0.5005378,
1600,A,9.04337E+13,16.112978,-0.80953944,-0.68219787,
1600,A,9.04338E+13,12.765883,-1.6906056,-0.38052842,
1600,A,9.04338E+13,13.069947,-1.8366519,0.19886838,
1600,A,9.04339E+13,12.61026,-3.1390977,1.0176854,
1600,A,9.04339E+13,12.35887,-4.4176016,2.9617772,
1600,A,9.0434E+13,14.003686,-2.4352024,3.993678,
1600,A,9.0434E+13,16.084248,4.8311996,2.5978584,
1600,A,9.04341E+13,16.366762,-8.023269,-0.93358904,
1600,A,9.04341E+13,19.237411,-1.7624317,-5.1521726,
1600,A,9.04342E+13,19.761143,3.9764698,-6.0883055,
1600,A,9.04342E+13,13.666103,2.518401,-1.8409915,
1600,A,9.04343E+13,10.82658,-2.6961703,-1.3429976,
1600,A,9.04343E+13,7.7069354,-0.90291333,-2.702904,
1600,A,9.04344E+13,9.818622,-1.1279683,-3.2631474,
1600,A,9.04344E+13,9.816227,0.1074398,-3.5360863,
1600,A,9.04345E+13,8.968679,1.0363901,-2.5520694,
1600,A,9.04345E+13,8.020576,1.4505869,-1.2232875,
1600,A,9.04346E+13,8.839393,-0.82390463,-0.4667197,
1600,A,9.04346E+13,12.119449,-2.5884314,1.5444098,
1600,A,9.04347E+13,13.883976,-0.67546415,0.8740333,
1600,A,9.04347E+13,15.5359745,1.4386159,-2.2599769,
1600,A,9.04348E+13,14.482526,-0.6132149,-3.2559648,
1600,A,9.04348E+13,15.5599165,-5.916372,2.8803742,
1600,A,9.04349E+13,15.502456,-8.873211,-2.5089738,
1600,A,9.04349E+13,12.26789,-5.384859,-2.2815247,
1600,A,9.0435E+13,13.057976,0.655712,-1.0413281,
1600,A,9.0435E+13,15.413871,-2.772785,-0.9000702,
1600,A,9.04351E+13,11.039664,-9.483732,0.9721955,
1600,A,9.04351E+13,14.985309,-5.0329113,-0.5840356,
1600,A,9.04352E+13,19.761143,1.5942391,-3.294272,
1600,A,9.04352E+13,19.761143,2.7362733,-1.9247885,
1600,A,9.04353E+13,15.330073,1.3572131,-0.83782095,
1600,A,9.04353E+13,13.591883,-0.64912796,0.16056114,
1600,A,9.04354E+13,11.374852,0.02124854,-1.2137107,
1600,A,9.04354E+13,9.452309,0.44502226,-1.6542437,
1600,A,9.04355E+13,8.470686,0.6724714,-1.6997336,
1600,A,9.04355E+13,6.754043,-0.13198037,-1.5728409,
1600,A,9.04356E+13,7.955932,-0.5294179,-1.1730092,
1600,A,9.04356E+13,9.540894,-1.0106524,-0.25124153,
1600,A,9.04357E+13,10.532093,-2.0664954,0.70883334,
1600,A,9.04357E+13,12.533646,-4.3577466,2.083105,
1600,A,9.04358E+13,11.939884,-2.4926631,0.9530419,
1600,A,9.04358E+13,14.231135,-1.587655,0.028880058,
1600,A,9.04359E+13,17.475279,-6.4718266,-0.15068507,
1600,A,9.04359E+13,9.770737,-3.3234513,-1.6279075,
1600,A,9.0436E+13,12.990938,6.6100917,-0.36376902,
1600,A,9.0436E+13,13.862428,1.1513118,0.7447464,
1600,A,9.04361E+13,15.890317,-10.872369,3.6417303,
1600,A,9.04361E+13,13.488933,-4.070442,-1.7859248,
1600,A,9.04362E+13,15.825673,2.554314,-2.406023,
1600,A,9.04362E+13,14.360422,2.9397805,-2.6717794,
1600,A,9.04363E+13,11.731588,0.38277298,0.06958149,
1600,A,9.04363E+13,10.038888,-2.8996775,0.5005378,
1600,A,9.04364E+13,10.287885,-1.1806407,-1.3836989,
1600,A,9.04364E+13,10.572795,1.2183493,-3.0476692,
1600,A,9.04365E+13,9.303867,1.9174563,-3.6964977,
1600,A,9.04365E+13,6.215348,0.9382278,-2.5496752,
1600,A,9.04366E+13,7.78355,0.009277532,-2.2264578,
1600,A,9.04366E+13,10.766725,-2.1359272,-0.35898063,
1600,A,9.04367E+13,17.662025,-2.9738977,-0.25842413,
1600,A,9.04367E+13,15.133749,-3.2683847,-0.25602993,
1600,A,9.04368E+13,9.217676,-0.80475104,-0.8713398,
1600,A,9.04368E+13,8.889671,-0.24211365,0.15098435,
1600,A,9.04369E+13,11.36767,-0.163105,1.6138415,
1600,A,9.04369E+13,11.176133,0.12419921,-0.67980367,
1600,A,9.0437E+13,12.538434,-4.398448,1.060781,
1600,A,9.0437E+13,13.797785,-2.7344775,0.11746552,
1600,A,9.04371E+13,16.627731,-2.5501242,1.1828853,
1600,A,9.04371E+13,15.914259,-0.55335987,-1.9463364,
1600,A,9.04372E+13,17.417818,0.057161566,-5.2694883,
1600,A,9.04372E+13,16.587029,-0.41689038,-3.1745617,
1600,A,9.04373E+13,10.812215,-2.2125416,-2.001403,
1600,A,9.04373E+13,8.101978,2.1113865,-1.6805799,
1600,A,9.04374E+13,8.532935,-1.0082582,-3.768324,
1600,A,9.04374E+13,9.739613,0.17208324,-3.234417,
1600,A,9.04375E+13,10.716447,0.6724714,-3.7036803,
1600,A,9.04375E+13,8.676587,2.9014733,-3.9526772,
1600,A,9.04376E+13,11.080365,2.1999722,-2.2671595,
1600,A,9.04376E+13,12.126632,-2.1407156,-1.0796354,
1600,A,9.04377E+13,13.084312,-3.3473933,0.20844519,
1600,A,9.04377E+13,12.512098,1.2422915,-1.4746786,
1600,A,9.04378E+13,10.623073,0.74429744,-0.94077164,
1600,A,9.04378E+13,12.641385,-1.3769653,-1.467496,
1600,A,9.04379E+13,12.246342,-9.917083,-2.8034606,
1600,A,9.04379E+13,10.419566,-6.289867,-3.6917093,
1600,A,9.04379E+13,11.523293,-6.404789,-2.3078609,
1600,A,9.0438E+13,12.361263,-6.6394205,-0.9120412,
1600,A,9.0438E+13,13.843274,-9.727941,2.8348844,
1600,A,9.04381E+13,16.984467,-2.523788,-3.1985037,
1600,A,9.04381E+13,19.55105,0.30855274,-6.1337953,
1600,A,9.04382E+13,17.429789,3.8471828,-3.3732805,
1600,A,9.04382E+13,13.385982,-0.55575407,1.45343,
1600,A,9.04383E+13,10.903194,-2.406472,0.5340566,
1600,A,9.04383E+13,8.971074,-1.3865421,-1.3118728,
1600,A,9.04384E+13,8.956709,-0.057760116,-1.7978958,
1600,A,9.04384E+13,17.793707,1.1034278,-4.5488334,
1600,A,9.04385E+13,9.7084875,4.419397,-5.66932,
1600,A,9.04385E+13,7.3430166,2.1185691,-2.7172692,
1600,A,9.04386E+13,9.43076,-4.5349174,-2.0516813,
1600,A,9.04386E+13,14.025233,-7.2571244,0.6178537,
1600,A,9.04387E+13,17.992426,-3.404854,-3.768324,
1600,A,9.04387E+13,15.404294,-4.518158,0.07436989,
1600,A,9.04388E+13,13.172897,-11.183616,0.8572738,
1600,A,9.04388E+13,7.836222,-5.334581,-0.4858733,
1600,A,9.04389E+13,9.081207,-5.006575,-0.94795424,
1600,A,9.04389E+13,11.113884,-6.1270614,-0.6414964,
1600,A,9.0439E+13,13.546393,-3.5652657,-1.503409,
1600,A,9.0439E+13,19.761143,1.9126679,3.0000844,
1600,A,9.04391E+13,13.709199,2.3627777,-0.50023854,
1600,A,9.04391E+13,19.761143,-9.261071,3.8236897,
1600,A,9.04392E+13,16.22311,0.27503392,1.7239748,
1600,A,9.04392E+13,12.830527,1.4912884,-2.2432175,
1600,A,9.04393E+13,11.473015,-2.2604256,3.019238,
1600,A,9.04393E+13,8.497022,0.15053543,-4.625448,
1600,A,9.04394E+13,10.43872,2.743456,-5.192874,
1600,A,9.04394E+13,6.945579,1.0196307,-3.8880339,
1600,A,9.04395E+13,6.4547677,-0.14873978,-2.6741736,
1600,A,9.04395E+13,7.764396,1.8911201,-2.5879824,
1600,A,9.04396E+13,9.504981,0.23433249,-1.2208933,
1600,A,9.04396E+13,15.993267,-1.479916,0.8309376,
1600,A,9.04397E+13,15.974113,-1.6977882,0.43589434,
1600,A,9.04397E+13,11.456255,-0.045789108,1.2331635,
1600,A,9.04398E+13,11.049241,0.5647323,1.4558243,
1600,A,9.04398E+13,13.338098,-3.1821933,1.9418472,
1600,A,9.04399E+13,14.255077,-5.880459,1.2331635,
1600,A,9.04399E+13,11.552023,0.085891984,3.268235,
1600,A,9.044E+13,13.670892,-0.007481881,5.746234,
1600,A,9.044E+13,16.924612,-3.5054107,3.457377,
1600,A,9.04401E+13,16.153679,-2.7943327,-2.4323592,
1600,A,9.04401E+13,19.409794,0.75148004,-4.4530654,
1600,A,9.04402E+13,16.055517,0.8209119,-3.7539587,
1600,A,9.04402E+13,11.829751,-0.89573073,-0.030974984,
1600,A,9.04403E+13,8.9279785,-1.290774,0.490961,
1600,A,9.04403E+13,7.0820484,-0.22774844,-0.72768766,
1600,A,9.04404E+13,8.37013,-0.13676877,-1.5488988,
1600,A,9.04404E+13,10.611102,-0.16071078,-2.061258,
1600,A,9.04405E+13,8.523358,0.009277532,-1.6590321,
1600,A,9.04405E+13,9.500193,0.32291797,-0.94556004,
1600,A,9.04406E+13,11.066,-1.5996261,1.2211925,
1600,A,9.04406E+13,14.032416,-0.38576576,0.49574938,
1600,A,9.04407E+13,15.866375,1.7307086,-0.40925884,
1600,A,9.04407E+13,12.789825,-2.5764604,1.3313258,
1600,A,9.04408E+13,12.835316,-2.0186112,1.5515924,
1600,A,9.04408E+13,11.999739,-2.595614,0.15337855,
1600,A,9.04409E+13,11.616667,-2.7799675,0.04563947,
1600,A,9.04409E+13,12.543222,-2.0784664,0.15816694,
